,date,usd_close,usd_open,usd_high,usd_low,usd_value%
832,2020-12-02,1100.02,1106.23,1107.01,1099.22,-0.5
833,2020-12-03,1092.08,1100.16,1101.91,1089.7,-0.7
834,2020-12-04,1083.77,1092.2,1093.71,1080.57,-0.7
835,2020-12-07,1083.53,1083.87,1088.35,1080.39,-0.0
836,2020-12-08,1084.86,1084.53,1087.79,1082.49,0.12
837,2020-12-09,1086.48,1085.79,1088.97,1080.82,0.15
838,2020-12-10,1085.55,1087.38,1091.93,1084.12,-0.0
839,2020-12-11,1091.67,1087.34,1094.56,1085.27,0.56
840,2020-12-14,1093.07,1091.8,1094.91,1088.85,0.13
841,2020-12-15,1089.43,1093.32,1096.14,1088.49,-0.3
842,2020-12-16,1092.36,1089.56,1096.55,1088.05,0.27
843,2020-12-17,1093.01,1094.12,1095.43,1090.27,0.06
844,2020-12-18,1099.39,1094.01,1100.78,1092.34,0.58
845,2020-12-21,1102.55,1099.48,1112.74,1097.94,0.29
846,2020-12-22,1109.72,1104.31,1111.05,1102.46,0.65
847,2020-12-23,1106.65,1109.94,1111.05,1104.68,-0.2
848,2020-12-24,1101.59,1106.87,1107.47,1100.48,-0.4
849,2020-12-25,1099.07,1102.66,1102.81,1100.03,-0.2
850,2020-12-28,1095.6,1100.08,1103.55,1093.51,-0.3
851,2020-12-29,1090.97,1097.3,1098.57,1090.63,-0.4
852,2020-12-30,1087.62,1091.97,1093.92,1084.52,-0.3
853,2020-12-31,1084.47,1088.43,1090.35,1082.97,-0.2
854,2021-01-01,1084.73,1085.69,1086.1,1085.25,0.02
855,2021-01-04,1086.48,1085.73,1088.3,1080.02,0.16
856,2021-01-05,1086.42,1086.69,1090.33,1082.04,-0.0
857,2021-01-06,1087.93,1087.4,1089.79,1083.91,0.14
858,2021-01-07,1094.28,1088.03,1096.78,1085.42,0.58
859,2021-01-08,1092.93,1094.35,1099.21,1088.79,-0.1
860,2021-01-11,1097.23,1093.01,1101.05,1092.73,0.39
861,2021-01-12,1094.48,1097.38,1103.46,1092.97,-0.2
862,2021-01-13,1097.12,1094.6,1099.33,1092.37,0.24
863,2021-01-14,1095.88,1098.11,1103.42,1093.93,-0.1
864,2021-01-15,1103.27,1096.04,1105.33,1094.93,0.67
865,2021-01-18,1102.52,1104.26,1108.42,1102.28,-0.0
866,2021-01-19,1101.44,1104.18,1106.17,1100.2,-0.1
867,2021-01-20,1096.35,1102.44,1103.39,1096.88,-0.4
868,2021-01-21,1099.88,1097.35,1102.67,1096.59,0.32
869,2021-01-22,1105.41,1099.97,1107.29,1098.95,0.5
870,2021-01-25,1102.58,1105.54,1105.92,1100.05,-0.2
871,2021-01-26,1101.02,1102.69,1108.24,1100.47,-0.1
872,2021-01-27,1108.38,1102.01,1109.9,1100.87,0.67
873,2021-01-28,1112.52,1108.42,1121.36,1107.49,0.37
874,2021-01-29,1117.64,1113.24,1121.76,1112.15,0.46
875,2021-02-01,1116.51,1118.43,1120.98,1115.55,-0.1
876,2021-02-02,1115.37,1117.44,1119.7,1113.65,-0.1
877,2021-02-03,1113.46,1115.51,1117.25,1111.8,-0.1
878,2021-02-04,1120.0,1113.58,1122.74,1112.48,0.59
879,2021-02-05,1116.77,1120.11,1127.85,1116.22,-0.2
880,2021-02-08,1115.61,1117.76,1122.17,1116.05,-0.1
881,2021-02-09,1110.88,1117.31,1118.75,1110.08,-0.4
882,2021-02-10,1105.48,1111.01,1114.16,1103.59,-0.4
883,2021-02-11,1102.12,1106.48,1108.02,1102.05,-0.3
884,2021-02-12,1102.59,1103.12,1107.59,1101.73,0.04
885,2021-02-15,1101.31,1104.37,1106.0,1100.7,-0.1
886,2021-02-16,1106.58,1102.31,1109.55,1096.91,0.48
887,2021-02-17,1105.61,1107.58,1110.81,1104.49,-0.0
888,2021-02-18,1106.96,1106.5,1110.15,1103.19,0.12
889,2021-02-19,1104.27,1107.08,1111.28,1102.22,-0.2
890,2021-02-22,1111.59,1106.02,1116.1,1102.83,0.66
891,2021-02-23,1110.13,1112.58,1114.81,1108.24,-0.1
892,2021-02-24,1107.27,1110.22,1113.75,1106.08,-0.2
893,2021-02-25,1118.77,1107.54,1121.61,1105.7,1.04
894,2021-02-26,1123.89,1119.47,1130.33,1118.41,0.46
895,2021-03-01,1113.33,1124.89,1125.15,1113.09,-0.9
896,2021-03-02,1125.01,1113.53,1128.28,1102.06,1.05
897,2021-03-03,1126.05,1125.29,1128.05,1116.95,0.09
898,2021-03-04,1130.87,1127.05,1133.06,1123.36,0.43
899,2021-03-05,1128.0,1131.03,1137.27,1124.04,-0.2
900,2021-03-08,1140.83,1128.85,1144.07,1127.06,1.14
901,2021-03-09,1134.91,1141.83,1144.85,1133.38,-0.5
902,2021-03-10,1135.91,1135.91,1145.6,1135.31,0.09
903,2021-03-11,1130.35,1136.91,1140.99,1128.9,-0.4
904,2021-03-12,1136.0,1130.85,1139.35,1127.27,0.5
905,2021-03-15,1132.35,1136.5,1138.78,1130.92,-0.3
906,2021-03-16,1129.0,1132.85,1135.91,1128.14,-0.3
907,2021-03-17,1121.21,1129.93,1134.31,1120.65,-0.6
908,2021-03-18,1127.75,1121.91,1131.3,1120.04,0.58
909,2021-03-19,1129.12,1128.25,1134.8,1125.31,0.12
910,2021-03-22,1126.0,1129.47,1134.01,1125.61,-0.2
911,2021-03-23,1132.9,1126.49,1134.48,1125.02,0.61
912,2021-03-24,1134.9,1133.4,1135.96,1130.24,0.18
913,2021-03-25,1135.12,1135.4,1138.02,1131.93,0.02
914,2021-03-26,1128.52,1135.24,1136.09,1128.07,-0.5
915,2021-03-29,1131.56,1128.95,1136.41,1128.77,0.27
916,2021-03-30,1132.59,1132.56,1136.29,1131.42,0.09
917,2021-03-31,1127.17,1133.54,1134.68,1125.32,-0.4
918,2021-04-01,1128.72,1127.96,1133.82,1125.31,0.14
919,2021-04-02,1128.64,1128.86,1130.38,1126.29,-0.0
920,2021-04-05,1124.18,1129.69,1130.03,1122.45,-0.4
921,2021-04-06,1119.17,1125.04,1125.68,1116.57,-0.4
922,2021-04-07,1119.03,1119.29,1120.36,1114.67,-0.0
923,2021-04-08,1115.83,1119.2,1121.56,1114.59,-0.2
924,2021-04-09,1120.98,1116.75,1122.58,1113.15,0.46
925,2021-04-12,1124.32,1121.77,1127.28,1120.29,0.3
926,2021-04-13,1121.37,1125.23,1128.42,1120.38,-0.2
927,2021-04-14,1116.08,1121.55,1123.91,1112.09,-0.4
928,2021-04-15,1116.68,1116.26,1119.82,1113.01,0.05
929,2021-04-16,1116.5,1116.85,1121.57,1113.06,-0.0
930,2021-04-19,1115.33,1117.05,1120.26,1112.94,-0.1
931,2021-04-20,1117.28,1115.51,1119.74,1110.29,0.17
932,2021-04-21,1116.35,1117.45,1121.61,1114.78,-0.0
933,2021-04-22,1118.79,1116.7,1121.69,1114.13,0.22
934,2021-04-23,1114.72,1120.18,1121.54,1113.94,-0.3
935,2021-04-26,1110.27,1115.85,1116.95,1108.96,-0.4
936,2021-04-27,1113.33,1110.44,1114.55,1108.27,0.28
937,2021-04-28,1109.88,1113.43,1115.52,1108.31,-0.3
938,2021-04-29,1107.63,1110.06,1111.17,1105.3,-0.2
939,2021-04-30,1117.16,1107.81,1119.45,1106.52,0.86
940,2021-05-03,1120.34,1117.76,1124.94,1115.51,0.28
941,2021-05-04,1125.77,1120.5,1128.92,1118.84,0.48
942,2021-05-05,1124.72,1125.94,1128.3,1122.18,-0.0
943,2021-05-06,1120.28,1125.02,1127.02,1119.63,-0.3
944,2021-05-07,1111.23,1120.45,1123.67,1109.48,-0.8
945,2021-05-10,1116.68,1112.97,1118.1,1110.49,0.49
946,2021-05-11,1119.58,1116.83,1122.39,1114.95,0.26
947,2021-05-12,1132.73,1119.67,1133.94,1118.74,1.17
948,2021-05-13,1126.73,1132.92,1136.13,1126.17,-0.5
949,2021-05-14,1125.79,1126.89,1131.31,1125.23,-0.0
950,2021-05-17,1136.73,1126.52,1139.74,1125.95,0.97
951,2021-05-18,1126.93,1136.91,1139.74,1125.64,-0.8
952,2021-05-19,1131.18,1127.07,1133.31,1124.6,0.38
953,2021-05-20,1127.66,1131.35,1134.41,1127.17,-0.3
954,2021-05-21,1127.63,1127.99,1129.36,1122.24,-0.0
955,2021-05-24,1123.48,1127.86,1129.6,1122.8,-0.3
956,2021-05-25,1122.36,1123.6,1126.55,1120.35,-0.1
957,2021-05-26,1116.61,1122.54,1123.49,1114.67,-0.5
958,2021-05-27,1118.55,1116.79,1120.32,1115.07,0.17
959,2021-05-28,1113.08,1118.72,1119.35,1112.86,-0.4
960,2021-05-31,1106.58,1113.83,1117.42,1106.5,-0.5
961,2021-06-01,1108.38,1108.08,1110.59,1104.69,0.16
962,2021-06-02,1110.92,1108.49,1114.81,1106.78,0.23
963,2021-06-03,1114.65,1110.78,1115.42,1109.28,0.34
